279375727   20.7772681	40.6187720
279375728	20.7771458	40.6182801	
279375961	20.7693919	40.6199218	
279375962	20.7716463	40.6182009	
279375963	20.7745650	40.6204590	
279375964	20.7748997	40.6205528	
279375965	20.7751874	40.6192785	
279375968	20.7755465	40.6178043	
336166975	20.7765890	40.6033924	
336166977	20.7762509	40.6068542	
336166978	20.7759561	40.6086686	
336166983	20.7761158	40.6112935	
336166984	20.7768698	40.6126442	
336166985	20.7767397	40.6131274	
336166986	20.7764458	40.6138260	
336166994	20.7756781	40.6172230	
336167002	20.7775476	40.6167681	
336167004	20.7770133	40.6179963	
336167779	20.7771114	40.6181784	
691312193	20.7767909	40.6030171	
691312196	20.7755521	40.6013058	
691312198	20.7756649	40.5995529	
691312203	20.7809895	40.5987274	
691312205	20.7731286	40.6037530	
691312206	20.7766940	40.6033336	
691312208	20.7822377	40.6042577	
691312210	20.7818077	40.6046053	
691312211	20.7834679	40.6041075	
691312214	20.7828676	40.6040411	
691312216	20.7807067	40.6029271	
691312217	20.7850513	40.6052756	
691312219	20.7844816	40.6045777	
691312223	20.7840393	40.6042828	
691312224	20.7942684	40.6046230	
691312226	20.7947966	40.6049024	
691312227	20.7911308	40.6040956	
691312229	20.7924633	40.6042403	
691312230	20.7895327	40.6033501	
691312232	20.7901068	40.6039512	
691312234	20.7872086	40.6049168	
691312236	20.7875507	40.6042638	
691312240	20.7949450	40.6052821	
691312241	20.7867987	40.6051983	
691312273	20.7677088	40.6093824	
691312286	20.7684469	40.6091762	
691312288	20.7685019	40.6089490	
691312291	20.7692608	40.6082479	
691312294	20.7664993	40.6106134	
691312297	20.7666007	40.6102513	
691312299	20.7669789	40.6099155	
691312311	20.7700053	40.6078646	
691312312	20.7696530	40.6059387	
691312314	20.7690496	40.6149833	
691312316	20.7697624	40.6149817	
691312317	20.7698351	40.6146549	
691312319	20.7699225	40.6140402	
691312321	20.7696867	40.6137182	
691312323	20.7686637	40.6125282	
691312324	20.7672508	40.6113474	
691312329	20.7667450	40.6109801	
691312331	20.7797882	40.6065661	
691312332	20.7812689	40.6057748	
691312334	20.7800939	40.6062374	
691312336	20.7857222	40.6057614	
691312337	20.7855334	40.6057649	
691312339	20.7859501	40.6056900	
691312340	20.7853101	40.6057635	
691312342	20.7852790	40.6056136	
691312346	20.7694296	40.6167188	
691312347	20.7688321	40.6165549	
691312349	20.7662051	40.6181760	
691312351	20.7667607	40.6181462	
691312352	20.7677884	40.6187567	
691312354	20.7688696	40.6195632	
691312356	20.7691936	40.6194406	
691312357	20.7691262	40.6191242	
691312359	20.7690592	40.6183295	
691312361	20.7692627	40.6173123	
691312362	20.7658193	40.6199901	
691312363	20.7659469	40.6183714	
691312365	20.7656602	40.6190102	
691312367	20.7656091	40.6240624	
691312369	20.7656420	40.6251671	
691312370	20.7657128	40.6223178	
691312380	20.7940595	40.6077969	
691312382	20.7947561	40.6073276	
691312383	20.7940165	40.6076806	
691312385	20.7940266	40.6077705	
691312386	20.7946797	40.6064864	
691312388	20.7943802	40.6068019	
691312390	20.7949183	40.6058607	
691312391	20.7958866	40.6071321	
691312393	20.7910918	40.6132900	
691312398	20.7910927	40.6129985	
691312400	20.7915541	40.6127050	
691312402	20.7914321	40.6123294	
691312404	20.7907561	40.6125390	
691312406	20.7906100	40.6123930	
691312408	20.7899589	40.6118949	
691312410	20.7891256	40.6114827	
691312411	20.7902386	40.6117147	
691312413	20.7909018	40.6140772	
691312418	20.7904645	40.6147767	
691312421	20.7899783	40.6154326	
691312427	20.7930350	40.6119454	
691312431	20.7917756	40.6118867	
691312434	20.7944250	40.6117222	
691312437	20.7954457	40.6111175	
691312440	20.7937809	40.6150925	
691312444	20.7972310	40.6096875	
691312447	20.7975277	40.6086724	
691312467	20.7974643	40.6078684	
691312471	20.7972753	40.6073038	
691312473	20.7972701	40.6148690	
691312474	20.8005294	40.6145136	
691312476	20.8040805	40.6140421	
691312477	20.8181912	40.6111200	
691312479	20.8328567	40.6093322	
691312481	20.8406578	40.6069794	
691312483	20.8410145	40.6069754	
694560672	20.7836102	40.6236416	
694560673	20.7836193	40.6236286	
694560675	20.7837212	40.6236910	
694560676	20.7843281	40.6245468	
694560678	20.7840377	40.6243547	
694560679	20.7837623	40.6240763	
694560681	20.7836442	40.6238332	
694560684	20.7839624	40.6251550	
694560686	20.7837696	40.6250078	
694560687	20.7841598	40.6247343	
694560730	20.7816972	40.6305948	
694560731	20.7816991	40.6300028	
694560733	20.7814308	40.6297976	
694560734	20.7791547	40.6283521	
694560736	20.7830147	40.6313513	
694560737	20.7823592	40.6310872	
694560738	20.7820836	40.6308764	
694560740	20.7820317	40.6305954	
694560742	20.7844543	40.6320215	
694560743	20.7836711	40.6312999	
694560745	20.7841197	40.6368262	
694560746	20.7843272	40.6363786	
694560748	20.7853306	40.6356189	
694560749	20.7845901	40.6370063	
697982296	20.7879592	40.6159109	
697982297	20.7876812	40.6162376	
697982298	20.7877269	40.6158925	
697982303	20.7891663	40.6157550	
697982310	20.7878946	40.6168661	
697982311	20.7877990	40.6165490	
697982312	20.7881529	40.6173702	
697982313	20.7880867	40.6171777	
697982315	20.7866307	40.6187711	
697982316	20.7865388	40.6190288	
697982317	20.7877501	40.6176520	
697982318	20.7878691	40.6178479	
697982319	20.7880931	40.6174889	
697982321	20.7878756	40.6176067	
697982322	20.7868072	40.6184817	
697982323	20.7867432	40.6185866	
697982324	20.7874668	40.6180108	
697982326	20.7872643	40.6179274	
697982327	20.7870205	40.6182348	
697982328	20.7874287	40.6210581	
697982329	20.7877966	40.6210572	
697982331	20.7883728	40.6206465	
697982332	20.7882146	40.6203084	
697982333	20.7883498	40.6211830	
697982334	20.7873497	40.6211086	
697982336	20.7871782	40.6212047	
697982337	20.7873065	40.6210929	
697982338	20.7865164	40.6192402	
